33119649695	974be4547	feat/mosslocal-fused-frame-sampler	completed	failure	2026-08-27T21:46:09Z	[Perf][MOSS-TTS-Local] Fuse the seeded frame sampl
33118378122	8d1ef6edb	rpatel4/semantic-vad	completed	failure	2026-08-27T21:29:28Z	[Feature] Add semantic VAD turn detection for /v1/
33117796122	16d5680f9	rpatel4/realtime-barge-in-cancel-latency	completed	failure	2026-08-27T21:21:52Z	[Qwen3-Omni Perf] Reduce realtime barge-in cancell
33117736499	b028fa9cc	rpatel4/realtime-barge-in-cancel-latency	completed	failure	2026-08-27T21:21:05Z	[Qwen3-Omni Perf] Reduce realtime barge-in cancell
33113593418	7e86e6d97	fix/tts-prompt-cache-reuse	completed	failure	2026-08-27T20:29:47Z	[Fix][TTS] Restore Qwen3-TTS and delay Moss prompt
33113140852	e354f087c	fix/tts-prompt-cache-reuse	completed	failure	2026-08-27T20:24:11Z	[Fix][TTS] Restore Qwen3-TTS and delay Moss prompt
33102306522	9b8a7ba4e	perf/downstream-prewarm	completed	failure	2026-08-27T18:12:24Z	[WIP] [Qwen3-Omni Perf] Prewarm Qwen3-Omni Talker
33100097251	378169298	amd/update-rocm-base-v0.5.18	completed	failure	2026-08-27T17:46:13Z	[AMD][ROCm] Update Docker base to SGLang v0.5.18
33097350912	9f8cb2bbd	deps/xpu-sglang-0-5-18	completed	cancelled	2026-08-27T17:14:04Z	[Deps][XPU] Align the Intel XPU stack with SGLang
33096942612	6ffeb9ca6	deps/xpu-sglang-0-5-18	completed	failure	2026-08-27T17:09:23Z	[Deps][XPU] Align the Intel XPU stack with SGLang
33096281216	611970b46	docs/bump-version	completed	failure	2026-08-27T17:01:45Z	[Docs] Add the SGLang version bump guide
33093384107	808cc335b	feat/ming_omni_tts_audio_vae_graph	completed	failure	2026-08-27T16:28:26Z	[2/2] [Perf] Improve Ming-Omni-TTS serving: decode
33093059035	8dedd783a	Yuhao/f6-realtime-asr-transcription	completed	failure	2026-08-27T16:24:35Z	[ASR Feature] Add live Qwen3-ASR realtime transcri
33088462837	4e167f6dc	feat/xpu-decode-graph	completed	failure	2026-08-27T15:33:27Z	[Perf][XPU] Request the decode CUDA graph for Omni
33086689970	959881f41	add-musa-install-support	completed	failure	2026-08-27T15:14:07Z	[MUSA] Add installation guide and Dockerfile
33085872333	fcce370ed	perf/arkasr-encoder-cuda-graph	completed	failure	2026-08-27T15:05:15Z	[ARK-ASR] Add encoder CUDA Graph (startup working-
33085414776	36939a242	add-musa-install-support	completed	failure	2026-08-27T15:00:27Z	[MUSA] Add installation guide and Dockerfile
33085238416	7e95b2201	codex/moss-tts-local-prefill-cuda-graph-v2	completed	failure	2026-08-27T14:58:35Z	[Perf][MOSS-TTS-Local] Enable breakable Prefill CU
33082648186	19e63143f	main	completed	failure	2026-08-27T14:30:48Z	[Whisper ASR] Remove decode-path GPU sync and vect
33080546195	bf39ef9d6	higgs_tts	completed	action_required	2026-08-27T14:07:59Z	[NPU] add Ascend NPU support for higgs-audio-v3-tt
33076902754	993819dfe	shuleihe/qwen3-tts-mixed-sampling	completed	action_required	2026-08-27T13:27:18Z	[Qwen3-TTS] Implement full-batch mixed sampling
33076540202	0ece34ed2	shuleihe/qwen3-tts-mixed-sampling	completed	action_required	2026-08-27T13:23:05Z	[Qwen3-TTS] Implement full-batch mixed sampling
33073859764	99e190cbb	shuleihe/qwen3-tts-mixed-sampling	completed	action_required	2026-08-27T12:51:14Z	[Qwen3-TTS] Implement full-batch mixed sampling
33071447456	aae7f662c	xpu-ci-workflow	completed	failure	2026-08-27T12:21:06Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33071158856	f83a8ea7a	xpu-ci-workflow	completed	action_required	2026-08-27T12:17:20Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33070192295	61280ecee	sglang-0.5.18-upgrade	completed	cancelled	2026-08-27T12:04:35Z	[Deps] Bump SGLang to 0.5.18
